best_seller,bracelet,ring,necklace,earring,choker,pendant,mesh,gold,silver,white,titanium,ip,rose,steel,mat_sum,pearl,topaz,amazonite,gemstones,spinel,onyx,gem_sum,diamonds,ruby,puregold,blend,logprice
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1,7.003065458786462
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1,6.887552571664617
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1,6.856461984594587
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,6.902742737158593
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7.24422751560335
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7.90100705199242
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.606650186198215
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,6.184148890937483
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,6.345636360828596
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.016157159698354
